"site","campaign","height_bin_num","height_mid_m","stem_SA_m2","flux_nmol_m2_s","total_flux_nmol_s","scenario"
"CP40","Mar 2022",0,0.25,46.74574591,NA,NA,"exponential"
"CP40","Mar 2022",0.5,0.75,28.95552353,NA,NA,"exponential"
"CP40","Mar 2022",1,1.25,23.20125921,NA,NA,"exponential"
"CP40","Mar 2022",1.5,1.75,29.328222484,NA,NA,"exponential"
"CP40","Mar 2022",2,2.25,26.96826386,NA,NA,"exponential"
"CP40","Mar 2022",2.5,2.75,28.32326539,NA,NA,"exponential"
"CP40","Mar 2022",3,3.25,22.64762369,NA,NA,"exponential"
"CP40","Mar 2022",3.5,3.75,22.323977948,NA,NA,"exponential"
"CP40","Mar 2022",4,4.25,21.659234474,NA,NA,"exponential"
"CP40","Mar 2022",4.5,4.75,21.398478075,NA,NA,"exponential"
"CP40","Mar 2022",5,5.25,19.995737916,NA,NA,"exponential"
"CP40","Mar 2022",5.5,5.75,19.732948216,NA,NA,"exponential"
"CP40","Mar 2022",6,6.25,19.194600626,NA,NA,"exponential"
"CP40","Mar 2022",6.5,6.75,17.010922738,NA,NA,"exponential"
"CP40","Mar 2022",7,7.25,14.48891203,NA,NA,"exponential"
"CP40","Mar 2022",7.5,7.75,12.644456098,NA,NA,"exponential"
"CP40","Mar 2022",8,8.25,15.232143672,NA,NA,"exponential"
"CP40","Mar 2022",8.5,8.75,9.721603803,NA,NA,"exponential"
"CP40","Mar 2022",9,9.25,7.785579611,NA,NA,"exponential"
"CP40","Mar 2022",9.5,9.75,5.162688347,NA,NA,"exponential"
"CP40","Mar 2022",10,10.25,4.19555219,NA,NA,"exponential"
"CP40","Mar 2022",10.5,10.75,1.770607714,NA,NA,"exponential"
"CP40","Mar 2022",11,11.25,0.582547913,NA,NA,"exponential"
"CP40","Mar 2022",11.5,11.75,0.036946261,NA,NA,"exponential"
"FLM30","Mar 2022",0,0.25,59.12687936,2.96444812906355,175.278566896118,"exponential"
"FLM30","Mar 2022",0.5,0.75,36.279548959,0.796275690068243,28.8885228826923,"exponential"
"FLM30","Mar 2022",1,1.25,33.185797234,0.213886344772695,7.09798886874807,"exponential"
"FLM30","Mar 2022",1.5,1.75,29.044421687,0.0574516703835369,1.66865054124198,"exponential"
"FLM30","Mar 2022",2,2.25,26.981116496,0.0154320016706366,0.416372634841912,"exponential"
"FLM30","Mar 2022",2.5,2.75,25.802751711,0.00414516538810283,0.106956673310248,"exponential"
"FLM30","Mar 2022",3,3.25,24.08722039,0.0011134262723299,0.0268193440096265,"exponential"
"FLM30","Mar 2022",3.5,3.75,23.213233519,0.000299075657505154,0.0069425130775156,"exponential"
"FLM30","Mar 2022",4,4.25,20.727214663,8.03342359840039e-05,0.00166510495402855,"exponential"
"FLM30","Mar 2022",4.5,4.75,18.394616863,2.15784511684052e-05,0.000396927341739767,"exponential"
"FLM30","Mar 2022",5,5.25,16.596003043,5.79615339741279e-06,9.61929794211575e-05,"exponential"
"FLM30","Mar 2022",5.5,5.75,13.164497246,1.55689553175762e-06,2.04957469401328e-05,"exponential"
"FLM30","Mar 2022",6,6.25,11.198496228,4.18195228906258e-07,4.68315769347432e-06,"exponential"
"FLM30","Mar 2022",6.5,6.75,9.41790114,1.1233075432012e-07,1.05791993916852e-06,"exponential"
"FLM30","Mar 2022",7,7.25,7.178411854,3.0172984993465e-08,2.16594113147654e-07,"exponential"
"FLM30","Mar 2022",7.5,7.75,4.955332173,8.10471743847979e-09,4.0161567075973e-08,"exponential"
"FLM30","Mar 2022",8,8.25,3.656596828,2.17699524166485e-09,7.96039389524279e-09,"exponential"
"FLM30","Mar 2022",8.5,8.75,1.417504889,5.84759224267338e-10,8.28899059286799e-10,"exponential"
"FLM30","Mar 2022",9,9.25,0.698586722,1.57071243804942e-10,1.09727885330157e-10,"exponential"
"FLM30","Mar 2022",9.5,9.75,0.365448341,4.21906566097235e-11,1.54185054637242e-11,"exponential"
"FLM30","Mar 2022",10,10.25,0.310972685,1.13327650691437e-11,3.52418038202583e-12,"exponential"
"FLM30","Mar 2022",10.5,10.75,0.166994499,3.04407597398721e-12,5.08343942193931e-13,"exponential"
"SRS5","Mar 2022",0,0.25,30.89988231,NA,NA,"exponential"
"SRS5","Mar 2022",0.5,0.75,59.773419509,NA,NA,"exponential"
"SRS5","Mar 2022",1,1.25,137.93032641,NA,NA,"exponential"
"SRS5","Mar 2022",1.5,1.75,112.30752079,NA,NA,"exponential"
"SRS5","Mar 2022",2,2.25,104.80543806,NA,NA,"exponential"
"SRS5","Mar 2022",2.5,2.75,103.13717564,NA,NA,"exponential"
"SRS5","Mar 2022",3,3.25,97.2843071,NA,NA,"exponential"
"SRS5","Mar 2022",3.5,3.75,101.72916534,NA,NA,"exponential"
"SRS5","Mar 2022",4,4.25,95.55579855,NA,NA,"exponential"
"SRS5","Mar 2022",4.5,4.75,97.89035965,NA,NA,"exponential"
"SRS5","Mar 2022",5,5.25,101.12305604,NA,NA,"exponential"
"SRS5","Mar 2022",5.5,5.75,98.60312502,NA,NA,"exponential"
"SRS5","Mar 2022",6,6.25,90.81221839,NA,NA,"exponential"
"SRS5","Mar 2022",6.5,6.75,82.16338252,NA,NA,"exponential"
"SRS5","Mar 2022",7,7.25,74.17819774,NA,NA,"exponential"
"SRS5","Mar 2022",7.5,7.75,61.76272611,NA,NA,"exponential"
"SRS5","Mar 2022",8,8.25,51.659799563,NA,NA,"exponential"
"SRS5","Mar 2022",8.5,8.75,42.737087319,NA,NA,"exponential"
"SRS5","Mar 2022",9,9.25,40.767775377,NA,NA,"exponential"
"SRS5","Mar 2022",9.5,9.75,37.105875599,NA,NA,"exponential"
"SRS5","Mar 2022",10,10.25,31.128182847,NA,NA,"exponential"
"SRS5","Mar 2022",10.5,10.75,26.967752973,NA,NA,"exponential"
"SRS5","Mar 2022",11,11.25,19.787765177,NA,NA,"exponential"
"SRS5","Mar 2022",11.5,11.75,13.567057665,NA,NA,"exponential"
"SRS5","Mar 2022",12,12.25,8.243451724,NA,NA,"exponential"
"SRS5","Mar 2022",12.5,12.75,3.710412687,NA,NA,"exponential"
"SRS5","Mar 2022",13,13.25,2.392276499,NA,NA,"exponential"
"SRS5","Mar 2022",13.5,13.75,0.424985418,NA,NA,"exponential"
"SRS5","Mar 2022",14,14.25,0.050380025,NA,NA,"exponential"
"SRS6","Mar 2022",0,0.25,47.73429654,0.459196092031449,21.9194024270383,"exponential"
"SRS6","Mar 2022",0.5,0.75,35.678437568,0.256699201796932,9.15862644506726,"exponential"
"SRS6","Mar 2022",1,1.25,103.33855613,0.143499653735444,14.8290470221757,"exponential"
"SRS6","Mar 2022",1.5,1.75,103.03794731,0.0802189896892714,8.26560003286458,"exponential"
"SRS6","Mar 2022",2,2.25,92.56806634,0.0448439152238734,4.15111451938885,"exponential"
"SRS6","Mar 2022",2.5,2.75,78.89138387,0.025068587131245,1.97769553044959,"exponential"
"SRS6","Mar 2022",3,3.25,82.93827841,0.01401380895534,1.16228118872254,"exponential"
"SRS6","Mar 2022",3.5,3.75,68.7351061,0.00783398124547647,0.538469532093236,"exponential"
"SRS6","Mar 2022",4,4.25,68.78117328,0.0043793420011689,0.30121628103478,"exponential"
"SRS6","Mar 2022",4.5,4.75,71.89296102,0.00244813406647817,0.176003607013049,"exponential"
"SRS6","Mar 2022",5,5.25,69.34825828,0.00136855271998653,0.0949067474954221,"exponential"
"SRS6","Mar 2022",5.5,5.75,73.0826153,0.000765046560573736,0.0559116034729985,"exponential"
"SRS6","Mar 2022",6,6.25,71.63120025,0.000427675332705828,0.0306348973990366,"exponential"
"SRS6","Mar 2022",6.5,6.75,67.44151417,0.000239078507937965,0.0161238165808407,"exponential"
"SRS6","Mar 2022",7,7.25,65.2632522,0.000133649356384928,0.00872239165211721,"exponential"
"SRS6","Mar 2022",7.5,7.75,66.76944564,7.4712489282977e-05,0.00498851149180882,"exponential"
"SRS6","Mar 2022",8,8.25,64.54636338,4.1765678532579e-05,0.00269582266337611,"exponential"
"SRS6","Mar 2022",8.5,8.75,63.6124659,2.33477952619118e-05,0.00148521082993854,"exponential"
"SRS6","Mar 2022",9,9.25,66.36048152,1.30518541238815e-05,0.000866127324389575,"exponential"
"SRS6","Mar 2022",9.5,9.75,65.80203365,7.29623050742539e-06,0.000480106805367762,"exponential"
"SRS6","Mar 2022",10,10.25,64.85786297,4.07872928338041e-06,0.000264537664953213,"exponential"
"SRS6","Mar 2022",10.5,10.75,58.13859212,2.28008593617957e-06,0.000132560986242092,"exponential"
"SRS6","Mar 2022",11,11.25,55.182101038,1.27461067287484e-06,7.03356949346928e-05,"exponential"
"SRS6","Mar 2022",11.5,11.75,52.560907426,7.12531199647959e-07,3.74512864228331e-05,"exponential"
"SRS6","Mar 2022",12,12.25,45.375874789,3.98318263981468e-07,1.80740396725949e-05,"exponential"
"SRS6","Mar 2022",12.5,12.75,37.425082277,2.22667357583217e-07,8.33334417795408e-06,"exponential"
"SRS6","Mar 2022",13,13.25,31.191275642,1.24475216470111e-07,3.88254078751686e-06,"exponential"
"SRS6","Mar 2022",13.5,13.75,25.433878339,6.95839735264767e-08,1.7697903170166e-06,"exponential"
"SRS6","Mar 2022",14,14.25,20.495999416,3.88987423283254e-08,7.97268600044493e-07,"exponential"
"SRS6","Mar 2022",14.5,14.75,19.232399134,2.17451243158703e-08,4.18210910061266e-07,"exponential"
"SRS6","Mar 2022",15,15.25,15.532284152,1.2155931097246e-08,1.88809375934559e-07,"exponential"
"SRS6","Mar 2022",15.5,15.75,12.90201222,6.79539278297659e-09,8.76742407256637e-08,"exponential"
"SRS6","Mar 2022",16,16.25,9.452496987,3.79875163041948e-09,3.59076883409015e-08,"exponential"
"SRS6","Mar 2022",16.5,16.75,8.741245562,2.12357319296762e-09,1.85626747486104e-08,"exponential"
"SRS6","Mar 2022",17,17.25,5.382725622,1.18711712284088e-09,6.3899257534305e-09,"exponential"
"SRS6","Mar 2022",17.5,17.75,2.194612892,6.63620669166873e-10,1.45639047595129e-09,"exponential"
"SRS6","Mar 2022",18,18.25,0.582026786,3.70976362881188e-10,2.15918180169708e-10,"exponential"
"SRS6","Mar 2022",18.5,18.75,0.085158838,2.07382723611262e-10,1.76604717640102e-11,"exponential"
"CP40","Oct 2022",0,0.25,46.74574591,7.09665347204256,331.738360015421,"exponential"
"CP40","Oct 2022",0.5,0.75,28.95552353,0.803934283560687,23.2783380642152,"exponential"
"CP40","Oct 2022",1,1.25,23.20125921,0.0910725505804095,2.11299785293192,"exponential"
"CP40","Oct 2022",1.5,1.75,29.328222484,0.0103170242130807,0.302579981494044,"exponential"
"CP40","Oct 2022",2,2.25,26.96826386,0.00116874939743028,0.0315191421361158,"exponential"
"CP40","Oct 2022",2.5,2.75,28.32326539,0.000132400111290014,0.00375000348973259,"exponential"
"CP40","Oct 2022",3,3.25,22.64762369,1.49987580812025e-05,0.000339686228840421,"exponential"
"CP40","Oct 2022",3.5,3.75,22.323977948,1.69911295229709e-06,3.79309600782414e-05,"exponential"
"CP40","Oct 2022",4,4.25,21.659234474,1.92481591411351e-07,4.16900392030712e-06,"exponential"
"CP40","Oct 2022",4.5,4.75,21.398478075,2.18050030059264e-08,4.66593878747624e-07,"exponential"
"CP40","Oct 2022",5,5.25,19.995737916,2.47014871709139e-09,4.9392446360503e-08,"exponential"
"CP40","Oct 2022",5.5,5.75,19.732948216,2.7982728013795e-10,5.52181722838629e-09,"exponential"
"CP40","Oct 2022",6,6.25,19.194600626,3.16998349806264e-11,6.08465672363229e-10,"exponential"
"CP40","Oct 2022",6.5,6.75,17.010922738,3.59107066796188e-12,6.10874256793975e-11,"exponential"
"CP40","Oct 2022",7,7.25,14.48891203,4.06809327246579e-13,5.89422455545916e-12,"exponential"
"CP40","Oct 2022",7.5,7.75,12.644456098,4.60848153758946e-14,5.82717424804935e-13,"exponential"
"CP40","Oct 2022",8,8.25,15.232143672,5.22065268907417e-15,7.95217318215909e-14,"exponential"
"CP40","Oct 2022",8.5,8.75,9.721603803,5.9141420612468e-16,5.74949459540992e-15,"exponential"
"CP40","Oct 2022",9,9.25,7.785579611,6.69975162182478e-17,5.21614496256432e-16,"exponential"
"CP40","Oct 2022",9.5,9.75,5.162688347,7.58971822612615e-18,3.9183349843035e-17,"exponential"
"CP40","Oct 2022",10,10.25,4.19555219,8.59790422145556e-19,3.60729558857381e-18,"exponential"
"CP40","Oct 2022",10.5,10.75,1.770607714,9.74001337056945e-20,1.72457428083934e-19,"exponential"
"CP40","Oct 2022",11,11.25,0.582547913,1.10338354574985e-20,6.42773781815115e-21,"exponential"
"CP40","Oct 2022",11.5,11.75,0.036946261,1.24995233857705e-21,4.6181065338628e-23,"exponential"
"FLM30","Oct 2022",0,0.25,59.12687936,2.45919192139153,145.404344059204,"exponential"
"FLM30","Oct 2022",0.5,0.75,36.279548959,0.363096470402959,13.1729761748242,"exponential"
"FLM30","Oct 2022",1,1.25,33.185797234,0.0536107189000872,1.77911444698727,"exponential"
"FLM30","Oct 2022",1.5,1.75,29.044421687,0.00791555251912674,0.229902645251112,"exponential"
"FLM30","Oct 2022",2,2.25,26.981116496,0.00116872097536733,0.0315333967877047,"exponential"
"FLM30","Oct 2022",2.5,2.75,25.802751711,0.000172560123246362,0.00445252601534545,"exponential"
"FLM30","Oct 2022",3,3.25,24.08722039,2.54782764769331e-05,0.00061370086065724,"exponential"
"FLM30","Oct 2022",3.5,3.75,23.213233519,3.7618341944985e-06,8.7324335616653e-05,"exponential"
"FLM30","Oct 2022",4,4.25,20.727214663,5.55429898082401e-07,1.15125147278021e-05,"exponential"
"FLM30","Oct 2022",4.5,4.75,18.394616863,8.2008497911736e-08,1.50851489859652e-06,"exponential"
"FLM30","Oct 2022",5,5.25,16.596003043,1.21084474439679e-08,2.00951830626097e-07,"exponential"
"FLM30","Oct 2022",5.5,5.75,13.164497246,1.78779642642803e-09,2.35354411321205e-08,"exponential"
"FLM30","Oct 2022",6,6.25,11.198496228,2.63965803802627e-10,2.95602005820471e-09,"exponential"
"FLM30","Oct 2022",6.5,6.75,9.41790114,3.89742056462108e-11,3.67055215786044e-10,"exponential"
"FLM30","Oct 2022",7,7.25,7.178411854,5.75449048274794e-12,4.1308102695088e-11,"exponential"
"FLM30","Oct 2022",7.5,7.75,4.955332173,8.49642992512311e-13,4.21026325636025e-12,"exponential"
"FLM30","Oct 2022",8,8.25,3.656596828,1.25448676453549e-13,4.58715232396846e-13,"exponential"
"FLM30","Oct 2022",8.5,8.75,1.417504889,1.85223329829549e-14,2.62554975590245e-14,"exponential"
"FLM30","Oct 2022",9,9.25,0.698586722,2.7347982364604e-15,1.91049373534025e-15,"exponential"
"FLM30","Oct 2022",9.5,9.75,0.365448341,4.03789382311047e-16,1.47564159878987e-16,"exponential"
"FLM30","Oct 2022",10,10.25,0.310972685,5.96189741142166e-17,1.85398724572434e-17,"exponential"
"FLM30","Oct 2022",10.5,10.75,0.166994499,8.80266354228598e-18,1.46999638810961e-18,"exponential"
"SRS5","Oct 2022",0,0.25,30.89988231,0.101551475777389,3.13792864992814,"exponential"
"SRS5","Oct 2022",0.5,0.75,59.773419509,0.0798878249312257,4.7751684732757,"exponential"
"SRS5","Oct 2022",1,1.25,137.93032641,0.0628456112861647,8.66831567813668,"exponential"
"SRS5","Oct 2022",1.5,1.75,112.30752079,0.0494389584562084,5.55236685465657,"exponential"
"SRS5","Oct 2022",2,2.25,104.80543806,0.0388923039049631,4.07612494792231,"exponential"
"SRS5","Oct 2022",2.5,2.75,103.13717564,0.030595533366178,3.15553689858698,"exponential"
"SRS5","Oct 2022",3,3.25,97.2843071,0.0240686862945513,2.34150546897269,"exponential"
"SRS5","Oct 2022",3.5,3.75,101.72916534,0.0189341905895948,1.92615940506796,"exponential"
"SRS5","Oct 2022",4,4.25,95.55579855,0.0148950203968656,1.42330556844103,"exponential"
"SRS5","Oct 2022",4.5,4.75,97.89035965,0.0117175134354549,1.14703160440039,"exponential"
"SRS5","Oct 2022",5,5.25,101.12305604,0.00921785384993226,0.932137551435229,"exponential"
"SRS5","Oct 2022",5.5,5.75,98.60312502,0.00725143863215993,0.715014510021724,"exponential"
"SRS5","Oct 2022",6,6.25,90.81221839,0.00570451247026096,0.518039432257816,"exponential"
"SRS5","Oct 2022",6.5,6.75,82.16338252,0.00448758710844525,0.368715336183008,"exponential"
"SRS5","Oct 2022",7,7.25,74.17819774,0.00353026453371269,0.261868660656249,"exponential"
"SRS5","Oct 2022",7.5,7.75,61.76272611,0.00277716451554462,0.171525251335993,"exponential"
